"lat","lng","humidity","soilMoisture","temperature","surfaceTemperature"
36.8153571576607,127.786652163107,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213
36.8153571576607,127.786652163107,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213
36.8153571576607,127.786652163107,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213
36.8153571576607,127.786652163107,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213
35.5698491739949,126.855996873997,78.5454545454545,15.7725321888412,19.025321888412,20.9288793103448
35.5698491739949,126.855996873997,78.5454545454545,15.7725321888412,19.025321888412,20.9288793103448
35.5698491739949,126.855996873997,78.5454545454545,15.7725321888412,19.025321888412,20.9288793103448
35.5698491739949,126.855996873997,78.5454545454545,15.7725321888412,19.025321888412,20.9288793103448
35.5698491739949,126.855996873997,78.5454545454545,15.7725321888412,19.025321888412,20.9288793103448
35.5698491739949,126.855996873997,78.5454545454545,15.7725321888412,19.025321888412,20.9288793103448
36.0437417308541,129.368575852182,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265
36.0437417308541,129.368575852182,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265
36.0437417308541,129.368575852182,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
37.2343060386837,127.201357139725,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
34.486828620348,126.263446186439,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513
